REFERENCE POOL ID,LOAN ID,ltv,ltv_95,NUMBER OF BORROWERS,cnt_borr_1,cnt_borr_2,dti,fico,fico_640,FIRST TIME HOME BUYER INDICATOR,flag_fthb_y,LOAN PURPOSE,loan_purpose_p,PROPERTY TYPE,prop_type_SF,prop_type_CO,NUMBER OF UNITS,numunt_2,OCCUPANCY TYPE,occpy_sts_i,occpy_sts_s,ORIGINATION CHANNEL,channel_C,New_Int_rt,ORIGINAL UPB,rel_median_orig_UPB,rel_orig_upb_2,Act_endg_upb,st,change_unemp,relative_unem,,,,,,,,
5083,91182456,66,0,2,0,1,47.72,779,139,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,4,0,Investor,1,0,R,0,4.925,268000,120.7207207,0,266000,WI,0.01,0.02,,,,,,,,
5083,91182457,80,0,1,1,0,49.62,817,177,N,0,PURCHASE,1,SF,1,0,1,0,Principal,0,0,C,1,4.25,156000,70.27027027,0,155000,OH,0.01,0.02,,,,,,,,
5083,91182458,73,0,1,1,0,24.88,746,106,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.25,136000,61.26126126,0,135000,NC,0.01,0.02,,,,,,,,
5083,91182459,80,0,2,0,1,31.83,774,134,Y,1,PURCHASE,1,SF,1,0,2,1,Principal,0,0,C,1,3.5,180000,81.08108108,0,178000,CT,0.01,0.02,,,,,,,,
5083,91182460,75,0,1,1,0,43.78,808,168,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,3.875,150000,67.56756757,0,149000,VA,0.01,0.02,,,,,,,,
5083,91182461,80,0,2,0,1,43.63,806,166,N,0,PURCHASE,1,Condo,0,1,1,0,Principal,0,0,R,0,4.5,351000,158.1081081,0,350000,MI,0.01,0.02,,,,,,,,
5083,91182462,80,0,2,0,1,34.38,740,100,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,3.75,316000,142.3423423,0,314000,GA,0.01,0.02,,,,,,,,
5083,91182463,80,0,1,1,0,41.71,738,98,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.25,269000,121.1711712,0,267000,CO,0.01,0.02,,,,,,,,
5083,91182464,80,0,2,0,1,38.16,800,160,N,0,PURCHASE,1,SF,1,0,1,0,Investor,1,0,R,0,5.375,88000,39.63963964,0,88000,MI,0.01,0.02,,,,,,,,
5083,91182465,70,0,2,0,1,26.94,783,143,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4,291000,131.0810811,0,289000,MA,0.01,0.02,,,,,,,,
5083,91182466,80,0,2,0,1,40.54,776,136,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.5,291000,131.0810811,0,290000,AZ,0.01,0.02,,,,,,,,
5083,91182467,75,0,1,1,0,44.29,695,55,N,0,PURCHASE,1,SF,1,0,3,0,Investor,1,0,R,0,4.75,424000,190.990991,0,421000,CA,0.01,0.02,,,,,,,,
5083,91182468,68,0,1,1,0,43.41,775,135,N,0,PURCHASE,1,PUD,0,0,1,0,Second,0,1,C,1,4.25,424000,190.990991,0,421000,NV,0.01,0.02,,,,,,,,
5083,91182469,75,0,1,1,0,45.24,638,0,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,5.375,277000,124.7747748,0,276000,CO,0.01,0.02,,,,,,,,
5083,91182470,75,0,2,0,1,32.08,744,104,N,0,PURCHASE,1,SF,1,0,1,0,Principal,0,0,C,1,4.625,450000,202.7027027,2.702702703,447000,ID,0.01,0.02,,,,,,,,
5083,91182471,80,0,1,1,0,44.56,773,133,N,0,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,4.625,103000,46.3963964,0,103000,MI,0.01,0.02,,,,,,,,
5083,91182472,79,0,1,1,0,27.36,737,97,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.875,268000,120.7207207,0,267000,OR,0.01,0.02,,,,,,,,
5083,91182473,75,0,1,1,0,35.75,777,137,N,0,PURCHASE,1,SF,1,0,1,0,Investor,1,0,B,0,4.5,115000,51.8018018,0,114000,KY,0.01,0.02,,,,,,,,
5083,91182474,80,0,2,0,1,37.13,729,89,N,0,PURCHASE,1,PUD,0,0,1,0,Second,0,1,R,0,4.625,242000,109.009009,0,240000,GA,0.01,0.02,,,,,,,,
5083,91182475,80,0,2,0,1,37.74,789,149,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.375,236000,106.3063063,0,234000,TX,0.01,0.02,,,,,,,,
5083,91182476,80,0,1,1,0,34.63,806,166,N,0,NO CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,C,1,4.125,220000,99.0990991,0,218000,NC,0.01,0.02,,,,,,,,
5083,91182477,73,0,2,0,1,47.15,764,124,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,4.875,309000,139.1891892,0,308000,CO,0.01,0.02,,,,,,,,
5083,91182478,70,0,1,1,0,31.39,768,128,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.375,125000,56.30630631,0,125000,MI,0.01,0.02,,,,,,,,
5083,91182479,80,0,1,1,0,47.09,695,55,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,5.5,148000,66.66666667,0,147000,TX,0.01,0.02,,,,,,,,
5083,91182480,78,0,1,1,0,35.95,701,61,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,5.125,174000,78.37837838,0,173000,AZ,0.01,0.02,,,,,,,,
5083,91182481,80,0,2,0,1,49.89,787,147,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,5.125,256000,115.3153153,0,255000,NC,0.01,0.02,,,,,,,,
5083,91182482,70,0,2,0,1,44.91,710,70,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.75,315000,141.8918919,0,313000,WA,0.01,0.02,,,,,,,,
5083,91182483,75,0,2,0,1,32.63,687,47,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.625,201000,90.54054054,0,200000,MI,0.01,0.02,,,,,,,,
5083,91182484,80,0,1,1,0,21.6,725,85,Y,1,PURCHASE,1,Condo,0,1,1,0,Principal,0,0,R,0,5.25,180000,81.08108108,0,179000,NV,0.01,0.02,,,,,,,,
5083,91182485,80,0,1,1,0,42.58,770,130,Y,1,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,C,1,4.125,312000,140.5405405,0,308890.8,UT,0.01,0.02,,,,,,,,
5083,91182486,66,0,1,1,0,44.19,707,67,N,0,CASH-OUT REFINANCE,0,Condo,0,1,1,0,Principal,0,0,R,0,4.25,274000,123.4234234,0,272000,CA,0.01,0.02,,,,,,,,
5083,91182487,80,0,2,0,1,39.68,669,29,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,4.5,384000,172.972973,0,382000,FL,0.01,0.02,,,,,,,,
5083,91182488,66,0,2,0,1,27.26,808,168,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,4.625,189000,85.13513514,0,188000,OR,0.01,0.02,,,,,,,,
5083,91182489,80,0,2,0,1,24.43,799,159,N,0,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,3.875,328000,147.7477477,0,326000,NY,0.01,0.02,,,,,,,,
5083,91182490,75,0,2,0,1,39.31,699,59,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.75,180000,81.08108108,0,179000,OR,0.01,0.02,,,,,,,,
5083,91182491,80,0,2,0,1,24.76,777,137,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,C,1,4.375,414000,186.4864865,0,410000,CA,0.01,0.02,,,,,,,,
5083,91182492,80,0,1,1,0,46.91,706,66,Y,1,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.875,345000,155.4054054,0,343000,TX,0.01,0.02,,,,,,,,
5083,91182493,75,0,1,1,0,48.55,742,102,N,0,PURCHASE,1,SF,1,0,1,0,Investor,1,0,R,0,5,80000,36.03603604,0,80000,MO,0.01,0.02,,,,,,,,
5083,91182494,70,0,1,1,0,28.75,805,165,Y,1,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,C,1,4,223000,100.4504505,0,221000,MN,0.01,0.02,,,,,,,,
5083,91182495,61,0,2,0,1,36.83,743,103,Y,1,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.625,200000,90.09009009,0,199000,FL,0.01,0.02,,,,,,,,
5083,91182496,80,0,2,0,1,29.5,776,136,N,0,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,4.125,153000,68.91891892,0,152000,IA,0.01,0.02,,,,,,,,
5083,91182497,64,0,1,1,0,29.67,725,85,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.875,390000,175.6756757,0,388000,CA,0.01,0.02,,,,,,,,
5083,91182498,64,0,1,1,0,24.03,790,150,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,4.375,216000,97.2972973,0,215000,CA,0.01,0.02,,,,,,,,
5083,91182499,75,0,2,0,1,42.8,785,145,N,0,PURCHASE,1,SF,1,0,1,0,Investor,1,0,B,0,4.375,176000,79.27927928,0,175000,OR,0.01,0.02,,,,,,,,
5083,91182500,72,0,2,0,1,27.04,741,101,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.75,115000,51.8018018,0,114000,NC,0.01,0.02,,,,,,,,
5083,91182501,75,0,2,0,1,33.69,801,161,N,0,PURCHASE,1,SF,1,0,1,0,Second,0,1,C,1,3.875,300000,135.1351351,0,297000,OR,0.01,0.02,,,,,,,,
5083,91182502,67,0,2,0,1,17.88,784,144,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,3.875,284000,127.9279279,0,282000,MN,0.01,0.02,,,,,,,,
5083,91182503,80,0,2,0,1,49,783,143,Y,1,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,B,0,4.5,213000,95.94594595,0,212000,FL,0.01,0.02,,,,,,,,
5083,91182504,65,0,2,0,1,46,800,160,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.25,218000,98.1981982,0,216000,PA,0.01,0.02,,,,,,,,
5083,91182505,80,0,2,0,1,36.1,726,86,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.625,336000,151.3513514,0,334000,CO,0.01,0.02,,,,,,,,
5083,91182506,80,0,2,0,1,40.92,750,110,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4,358000,161.2612613,0,355000,FL,0.01,0.02,,,,,,,,
5083,91182507,70,0,2,0,1,15.36,786,146,N,0,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,4,180000,81.08108108,0,179000,WI,0.01,0.02,,,,,,,,
5083,91182508,80,0,2,0,1,49.97,734,94,Y,1,PURCHASE,1,Condo,0,1,1,0,Principal,0,0,C,1,4.75,102000,45.94594595,0,102000,FL,0.01,0.02,,,,,,,,
5083,91182509,63,0,2,0,1,47.26,719,79,N,0,NO CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,B,0,4.5,438000,197.2972973,0,435000,CA,0.01,0.02,,,,,,,,
5083,91182510,69,0,1,1,0,28.39,730,90,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,B,0,4.25,348000,156.7567568,0,346000,CA,0.01,0.02,,,,,,,,
5083,91182511,66,0,1,1,0,44.98,746,106,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.75,679000,305.8558559,105.8558559,676000,VA,0.01,0.02,,,,,,,,
5083,91182512,70,0,1,1,0,39.65,813,173,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.5,453000,204.0540541,4.054054054,451000,LA,0.01,0.02,,,,,,,,
5083,91182513,77,0,1,1,0,49.27,774,134,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,C,1,4,274000,123.4234234,0,273000,WA,0.01,0.02,,,,,,,,
5083,91182514,70,0,1,1,0,29.71,645,5,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.875,287000,129.2792793,0,286000,TX,0.01,0.02,,,,,,,,
5083,91182515,80,0,1,1,0,48.12,723,83,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,C,1,4.75,250000,112.6126126,0,249000,MI,0.01,0.02,,,,,,,,
5083,91182516,75,0,1,1,0,48.02,784,144,N,0,PURCHASE,1,PUD,0,0,1,0,Investor,1,0,C,1,4,594000,267.5675676,67.56756757,590000,HI,0.01,0.02,,,,,,,,
5083,91182517,75,0,1,1,0,37.08,711,71,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,5,322000,145.045045,0,321000,MN,0.01,0.02,,,,,,,,
5083,91182518,80,0,1,1,0,30.82,762,122,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,B,0,4.75,428000,192.7927928,0,426000,CA,0.01,0.02,,,,,,,,
5083,91182519,69,0,1,1,0,39.7,650,10,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.375,298000,134.2342342,0,296000,FL,0.01,0.02,,,,,,,,
5083,91182520,79,0,1,1,0,47.62,789,149,N,0,CASH-OUT REFINANCE,0,Condo,0,1,1,0,Principal,0,0,R,0,4.75,247000,111.2612613,0,246000,VA,0.01,0.02,,,,,,,,
5083,91182521,80,0,1,1,0,41.41,758,118,Y,1,PURCHASE,1,Condo,0,1,1,0,Principal,0,0,C,1,4.75,108000,48.64864865,0,107000,PR,0.01,0.02,,,,,,,,
5083,91182522,80,0,2,0,1,42.83,719,79,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,4.75,232000,104.5045045,0,231000,OR,0.01,0.02,,,,,,,,
5083,91182523,70,0,1,1,0,41,737,97,N,0,NO CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,C,1,5.25,341000,153.6036036,0,340000,GA,0.01,0.02,,,,,,,,
5083,91182524,80,0,1,1,0,45.16,784,144,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,4.625,336000,151.3513514,0,335000,CO,0.01,0.02,,,,,,,,
5083,91182525,63,0,1,1,0,40.25,765,125,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4,300000,135.1351351,0,298000,CA,0.01,0.02,,,,,,,,
5083,91182526,66,0,1,1,0,41.31,741,101,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.625,95000,42.79279279,0,94000,CO,0.01,0.02,,,,,,,,
5083,91182527,80,0,1,1,0,48.2,793,153,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,C,1,4.25,248000,111.7117117,0,247000,IA,0.01,0.02,,,,,,,,
5083,91182528,80,0,1,1,0,45.62,796,156,Y,1,PURCHASE,1,Co-op,0,0,1,0,Principal,0,0,R,0,4.125,128000,57.65765766,0,127000,MD,0.01,0.02,,,,,,,,
5083,91182529,71,0,2,0,1,43.35,710,70,N,0,NO CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,4.5,159000,71.62162162,0,158000,TX,0.01,0.02,,,,,,,,
5083,91182530,65,0,1,1,0,44.26,745,105,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,B,0,4.5,267000,120.2702703,0,266000,WA,0.01,0.02,,,,,,,,
5083,91182531,80,0,1,1,0,46.43,660,20,N,0,NO CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,4.875,187000,84.23423423,0,186000,UT,0.01,0.02,,,,,,,,
5083,91182532,70,0,1,1,0,44.02,751,111,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,4.25,129000,58.10810811,0,128000,MN,0.01,0.02,,,,,,,,
5083,91182533,73,0,2,0,1,32.84,763,123,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,4.25,308000,138.7387387,0,305000,TX,0.01,0.02,,,,,,,,
5083,91182534,75,0,2,0,1,29.79,802,162,N,0,PURCHASE,1,PUD,0,0,1,0,Investor,1,0,C,1,4.75,380000,171.1711712,0,378000,WA,0.01,0.02,,,,,,,,
5083,91182535,80,0,2,0,1,26.92,812,172,N,0,PURCHASE,1,SF,1,0,1,0,Principal,0,0,C,1,4.125,104000,46.84684685,0,102000,MI,0.01,0.02,,,,,,,,
5083,91182536,74,0,1,1,0,36.8,742,102,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Investor,1,0,C,1,4.875,325000,146.3963964,0,322000,KS,0.01,0.02,,,,,,,,
5083,91182537,78,0,1,1,0,34.76,800,160,N,0,NO CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,C,1,4.25,359000,161.7117117,0,356000,CA,0.01,0.02,,,,,,,,
5083,91182538,70,0,2,0,1,46.06,789,149,N,0,PURCHASE,1,Condo,0,1,1,0,Principal,0,0,C,1,4,311000,140.0900901,0,310000,CA,0.01,0.02,,,,,,,,
5083,91182539,73,0,2,0,1,39.39,763,123,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.375,374000,168.4684685,0,372000,TX,0.01,0.02,,,,,,,,
5083,91182540,80,0,1,1,0,49.09,684,44,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,4.625,152000,68.46846847,0,151000,OH,0.01,0.02,,,,,,,,
5083,91182541,65,0,1,1,0,35.76,777,137,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,3.75,493000,222.0720721,22.07207207,486000,CA,0.01,0.02,,,,,,,,
5083,91182542,70,0,2,0,1,19.78,787,147,N,0,CASH-OUT REFINANCE,0,SF,1,0,3,0,Investor,1,0,C,1,4.875,168000,75.67567568,0,167000,WA,0.01,0.02,,,,,,,,
5083,91182543,80,0,1,1,0,29.32,733,93,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,5,332000,149.5495495,0,330000,TX,0.01,0.02,,,,,,,,
5083,91182544,75,0,1,1,0,47.57,771,131,N,0,PURCHASE,1,PUD,0,0,1,0,Investor,1,0,C,1,4.5,162000,72.97297297,0,160000,TX,0.01,0.02,,,,,,,,
5083,91182545,80,0,1,1,0,12.57,676,36,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,4.5,152000,68.46846847,0,133000,KY,0.01,0.02,,,,,,,,
5083,91182546,80,0,2,0,1,41.73,738,98,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,5.025,33000,14.86486486,0,32000,IL,0.01,0.02,,,,,,,,
5083,91182547,70,0,1,1,0,27.44,698,58,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,3.75,215000,96.84684685,0,214000,WI,0.01,0.02,,,,,,,,
5083,91182548,80,0,2,0,1,28.48,773,133,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,R,0,4.5,412000,185.5855856,0,410000,OR,0.01,0.02,,,,,,,,
5083,91182549,80,0,2,0,1,40.36,791,151,N,0,PURCHASE,1,SF,1,0,1,0,Investor,1,0,R,0,4.875,70000,31.53153153,0,70000,WA,0.01,0.02,,,,,,,,
5083,91182550,80,0,2,0,1,43.39,720,80,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.375,280000,126.1261261,0,278000,WI,0.01,0.02,,,,,,,,
5083,91182551,80,0,1,1,0,39.67,668,28,N,0,PURCHASE,1,SF,1,0,1,0,Principal,0,0,C,1,4.5,122000,54.95495495,0,121000,PA,0.01,0.02,,,,,,,,
5083,91182552,80,0,1,1,0,30.69,695,55,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.75,186000,83.78378378,0,184000,OH,0.01,0.02,,,,,,,,
5083,91182553,65,0,2,0,1,31.94,780,140,N,0,NO CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,4,187000,84.23423423,0,185000,IL,0.01,0.02,,,,,,,,
5083,91182554,75,0,2,0,1,37.07,786,146,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,1,0,Investor,1,0,R,0,4.625,96000,43.24324324,0,95000,MI,0.01,0.02,,,,,,,,
5083,91182555,75,0,1,1,0,46,790,150,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,C,1,4.25,240000,108.1081081,0,239000,TN,0.01,0.02,,,,,,,,
5083,91182556,68,0,1,1,0,40.44,779,139,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,C,1,4,308000,138.7387387,0,305000,GA,0.01,0.02,,,,,,,,
5083,91182557,80,0,2,0,1,35.62,778,138,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,C,1,4.25,160000,72.07207207,0,159000,GA,0.01,0.02,,,,,,,,
5083,91182558,62,0,1,1,0,42.7,799,159,Y,1,PURCHASE,1,SF,1,0,1,0,Principal,0,0,C,1,3.75,314000,141.4414414,0,311000,CA,0.01,0.02,,,,,,,,
5083,91182559,70,0,2,0,1,28.79,725,85,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,5.25,95000,42.79279279,0,94000,TX,0.01,0.02,,,,,,,,
5083,91182560,80,0,2,0,1,35.16,744,104,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,C,1,3.5,621000,279.7297297,79.72972973,615000,VA,0.01,0.02,,,,,,,,
5083,91182561,74,0,1,1,0,35.42,704,64,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,C,1,3.875,382000,172.0720721,0,379000,NC,0.01,0.02,,,,,,,,
5083,91182562,76,0,2,0,1,37.18,773,133,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.5,270000,121.6216216,0,269000,NV,0.01,0.02,,,,,,,,
5083,91182563,80,0,1,1,0,45.46,744,104,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.125,412000,185.5855856,0,408000,CA,0.01,0.02,,,,,,,,
5083,91182564,80,0,2,0,1,8.18,762,122,N,0,NO CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,C,1,4.25,440000,198.1981982,0,438000,UT,0.01,0.02,,,,,,,,
5083,91182565,72,0,2,0,1,38.32,768,128,N,0,CASH-OUT REFINANCE,0,PUD,0,0,1,0,Principal,0,0,R,0,4.375,385000,173.4234234,0,383000,CA,0.01,0.02,,,,,,,,
5083,91182566,70,0,2,0,1,36.5,717,77,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Investor,1,0,R,0,5.25,101000,45.4954955,0,100000,TX,0.01,0.02,,,,,,,,
5083,91182567,80,0,1,1,0,27.64,730,90,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.625,192000,86.48648649,0,191000,FL,0.01,0.02,,,,,,,,
5083,91182568,69,0,1,1,0,45.13,782,142,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.75,103000,46.3963964,0,103000,TX,0.01,0.02,,,,,,,,
5083,91182569,75,0,1,1,0,44.56,808,168,N,0,PURCHASE,1,SF,1,0,1,0,Second,0,1,C,1,4.375,105000,47.2972973,0,105000,WV,0.01,0.02,,,,,,,,
5083,91182570,80,0,2,0,1,43.99,747,107,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.375,231000,104.0540541,0,230000,OR,0.01,0.02,,,,,,,,
5083,91182571,80,0,1,1,0,28.41,723,83,Y,1,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.25,160000,72.07207207,0,159000,NC,0.01,0.02,,,,,,,,
5083,91182572,80,0,1,1,0,34.63,714,74,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,C,1,4.375,356000,160.3603604,0,352000,OR,0.01,0.02,,,,,,,,
5083,91182573,78,0,1,1,0,49.84,736,96,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,B,0,4.375,443000,199.5495495,0,441000,CA,0.01,0.02,,,,,,,,
5083,91182574,69,0,2,0,1,40.52,785,145,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.625,679000,305.8558559,105.8558559,675000,CA,0.01,0.02,,,,,,,,
5083,91182575,77,0,1,1,0,29.65,777,137,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4,156000,70.27027027,0,155000,GA,0.01,0.02,,,,,,,,
5083,91182576,80,0,2,0,1,44.93,802,162,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,3.875,303000,136.4864865,0,301000,TX,0.01,0.02,,,,,,,,
5083,91182577,80,0,2,0,1,43.79,717,77,Y,1,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,B,0,5.25,142000,63.96396396,0,141000,FL,0.01,0.02,,,,,,,,
5083,91182578,80,0,2,0,1,44.24,756,116,N,0,PURCHASE,1,SF,1,0,1,0,Principal,0,0,C,1,3.875,424000,190.990991,0,421000,PA,0.01,0.02,,,,,,,,
5083,91182579,65,0,2,0,1,29.34,772,132,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,C,1,3.95,453000,204.0540541,4.054054054,448000,WA,0.01,0.02,,,,,,,,
5083,91182580,80,0,2,0,1,45.32,753,113,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.5,159000,71.62162162,0,159000,FL,0.01,0.02,,,,,,,,
5083,91182581,69,0,2,0,1,41.45,697,57,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,C,1,4.25,165000,74.32432432,0,164000,WI,0.01,0.02,,,,,,,,
5083,91182582,80,0,1,1,0,25.18,787,147,N,0,PURCHASE,1,Condo,0,1,1,0,Principal,0,0,B,0,4.5,174000,78.37837838,0,173000,MN,0.01,0.02,,,,,,,,
5083,91182583,70,0,1,1,0,42.73,711,71,N,0,CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.375,195000,87.83783784,0,193000,OR,0.01,0.02,,,,,,,,
5083,91182584,74,0,2,0,1,43.82,675,35,N,0,NO CASH-OUT REFINANCE,0,SF,1,0,1,0,Principal,0,0,R,0,4.375,214000,96.3963964,0,213000,TX,0.01,0.02,,,,,,,,
5083,91182585,72,0,1,1,0,42.37,651,11,N,0,CASH-OUT REFINANCE,0,Condo,0,1,1,0,Principal,0,0,C,1,5.375,154000,69.36936937,0,153000,CO,0.01,0.02,,,,,,,,
5083,91182586,80,0,1,1,0,45.62,772,132,N,0,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.25,212000,95.4954955,0,211000,NC,0.01,0.02,,,,,,,,
5083,91182587,62,0,1,1,0,32.71,718,78,Y,1,PURCHASE,1,PUD,0,0,1,0,Principal,0,0,R,0,4.49,275000,123.8738739,0,274000,FL,0.01,0.02,,,,,,,,
5083,91182588,80,0,1,1,0,17.5,771,131,Y,1,PURCHASE,1,Condo,0,1,1,0,Principal,0,0,R,0,4.625,148000,66.66666667,0,147000,AZ,0.01,0.02,,,,,,,,
